FoodID,MeasureID,ConversionFactorValue
4116,383,0.16906
4116,415,0.33812
4116,634,0.05
4116,990,0.5
4117,480,0.018
4117,990,0.5
4117,1333,0.13209
4117,1334,0.26417
4117,1335,0.10567
4117,1336,0.13526
4117,1337,0.16907
4117,1338,0.33814
4117,1674,0.43
4118,480,0.018
4118,990,0.5
4118,1333,0.13209
4118,1334,0.26417
4118,1335,0.1056
4118,1336,0.13256
4118,1337,0.16907
4118,1338,0.33814
4119,37,0.7
4119,332,0.2
4119,990,0.5
4120,37,1.98
4120,332,0.2
4120,341,0.10989
4120,383,0.13736
4120,415,0.27473
4120,990,0.5
4123,404,0.21262
4123,624,0.2835
4123,990,0.5
4124,28,0.09
4124,625,0.02
4124,990,0.5
4124,1638,0.18
4125,28,0.09
4125,990,0.5
4125,1638,0.18
4126,28,0.09
4126,990,0.5
4126,1638,0.18
4127,332,0.3
4127,341,0.1352
4127,383,0.169
4127,415,0.338
4127,990,0.5
4127,502469,0.45
4128,332,0.3
4128,341,0.1352
4128,383,0.169
4128,415,0.338
4128,990,0.5
4128,502469,0.45
4129,332,0.3
4129,341,0.1352
4129,383,0.169
4129,415,0.338
4129,990,0.5
4129,502469,0.45
4130,341,0.63398
4130,383,0.79248
4130,415,1.58495
4130,640,0.38039
4130,990,0.5
4132,341,0.59172
4132,383,0.73965
4132,415,1.4793
4132,640,0.35503
4132,990,0.5
4133,341,0.61708
4133,383,0.77134
4133,415,1.54269
4133,640,0.37025
4133,990,0.5
4134,332,0.3
4134,341,0.1352
4134,383,0.169
4134,415,0.338
4134,990,0.5
4135,12,0.49
4135,559,0.19
4135,1456,0.4
4136,12,0.62
4136,1456,0.4
4137,12,0.48
4137,445,0.4
4137,1456,0.4
4138,12,0.59
4138,559,0.07
4138,1456,0.4
4139,196,0.0533
4139,1456,0.4
4140,12,0.87
4140,1456,0.4
4141,212,0.47
4141,641,0.434
4142,212,0.47
4142,641,0.434
4143,196,0.101
4143,341,0.92984
4143,1456,0.4
4143,1669,0.404
4145,196,0.07
4145,702,0.64
4145,1456,0.4
4146,1467,0.15
4147,279,0.29
4147,353,0.5579
4147,1241,0.69738
4147,1242,1.3948
4147,1467,0.15
4148,279,0.375
4148,342,0.71006
4148,640,0.42604
4148,1427,0.88757
4148,1428,1.77515
4148,1456,0.4
4149,12,0.41
4149,1456,0.4
4151,146,0.43
4151,558,0.11
4151,1456,0.4
4152,174,0.85
4152,196,0.03154
4152,336,0.31539
4152,1456,0.4
4153,342,0.71851
4153,480,0.003
4153,1427,0.89814
4153,1428,1.79628
4153,1454,0.3
4154,342,0.71006
4154,480,0.003
4154,1427,0.88757
4154,1428,1.77515
4154,1454,0.3
4155,12,0.85
4155,342,0.71851
4155,1427,0.89814
4155,1428,1.79628
4155,1454,0.3
4156,341,0.61708
4156,383,0.77134
4156,415,1.54269
4157,341,0.90448
4157,383,1.1306
4157,415,2.2612
4158,341,0.72697
4158,383,0.90871
4158,415,1.8174
4159,183,0.43
4159,553,0.14
4159,1456,0.4
4161,700,0.68
4161,701,0.4
4161,1456,0.4
4163,341,0.5579
4163,383,0.6974
4163,415,1.3948
4164,341,0.74387
4164,383,0.92984
4164,415,1.85968
4165,341,0.62552
4165,383,0.78191
4165,415,1.56382
4165,641,0.46914
4166,12,0.56
4166,559,0.16
4166,1456,0.4
4167,196,0.16
4167,1456,0.4
4168,196,0.17
4168,1456,0.4
4169,196,0.22
4169,1456,0.4
4171,196,0.22
4171,1456,0.4
4172,196,0.22
4172,1456,0.4
4173,336,0.4
4173,341,0.69315
4173,383,0.86644
4173,415,1.73288
4173,1456,0.4
4174,341,0.76923
4174,383,0.96154
4174,598,0.36
4174,1444,0.74
4174,1445,0.5
4174,1446,0.22
4174,1447,0.63
4174,1456,0.4
4175,160,0.06
4175,553,0.03
4175,1467,0.15
4176,341,0.98901
4176,383,1.23626
4176,599,0.28
4176,1430,0.11
4176,1456,0.4
4177,12,0.42
4177,559,0.1
4177,1456,0.4
4178,12,0.56
4178,23,0.12333
4178,1456,0.4
4179,12,0.6
4179,559,0.14
4179,1456,0.4
4180,174,0.71
4180,1456,0.4
4180,1661,0.126
4180,1670,0.378
4181,341,1.33136
4181,383,1.6642
4181,385,0.2027
4181,415,3.3284
4181,428,0.4054
4182,12,0.5
4182,1456,0.4
4183,359,0.21133
4183,383,0.26416
4183,415,0.52832
4183,535,0.072
4183,1456,0.4
4184,1443,0.625
4184,1456,0.4
4185,12,0.4
4185,1456,0.4
4186,12,0.44
4186,342,0.71006
4186,1427,0.88757
4186,1428,1.77515
4186,1456,0.4
4186,502528,0.07
4187,341,1.1159
4187,383,1.3948
4187,415,2.7897
4188,341,1.18343
4188,383,1.47929
4188,415,2.95858
4189,341,1.2426
4189,383,1.55325
4189,415,3.11708
4190,336,0.4
4190,341,0.62975
4190,383,0.78719
4190,415,1.57439
4190,1456,0.4
4191,336,0.1
4191,341,0.76078
4191,383,0.95097
4191,415,1.90194
4191,1456,0.4
4192,341,1.01437
4192,383,1.26796
4192,385,0.15216
4192,415,2.53593
4192,428,0.30432
4192,439,0.05072
4193,341,1.32713
4193,383,1.6642
4193,385,0.19907
4193,415,3.31784
4193,428,0.39814
4193,439,0.06636
4194,12,0.78
4194,1456,0.4
4195,12,0.43
4195,1456,0.4
4196,12,0.37
4196,1456,0.4
4197,12,0.58
4197,559,0.13
4197,1456,0.4
4198,12,0.39
4198,1456,0.4
4199,341,1.437
4199,383,1.7963
4199,385,0.2156
4199,415,3.5926
4199,428,0.4312
4199,439,0.0719
4199,1454,0.3
4201,336,0.2
4201,341,0.71851
4201,383,0.8981
4201,415,1.7963
4201,1456,0.4
4202,336,0.07
4202,341,0.87917
4202,383,1.09896
4202,415,2.19791
4202,1456,0.4
4203,174,0.53
4203,1456,0.4
4204,12,0.5
4204,1456,0.4
4205,12,0.43
4205,1456,0.4
4206,12,0.4
4206,1456,0.4
4207,12,0.4
4207,1456,0.4
4208,341,0.6213
4208,383,0.77663
4208,1456,0.4
4209,196,0.17
4209,402,0.45
4209,639,0.42
4209,1456,0.4
4209,1670,0.51
4210,336,0.08
4210,341,0.79459
4210,383,0.99324
4210,415,1.98648
4210,1456,0.4
4211,12,0.52
4211,196,0.052
4211,1456,0.4
4212,196,0.082
4212,402,0.164
4212,1456,0.4
4213,174,0.35
4213,196,0.0175
4213,224,0.0875
4213,412,0.35
4213,1456,0.4
4214,12,0.57
4214,1456,0.4
4215,174,0.59
4215,196,0.05
4215,1456,0.4
4217,559,0.17
4217,693,0.6
4217,1456,0.4
4218,400,0.58
4218,1456,0.4
4219,174,0.49
4219,1456,0.4
4220,12,0.48
4220,1456,0.4
4221,23,0.08
4221,284,0.03
4221,1597,0.03
4222,12,0.73
4222,1456,0.4
4223,341,0.36348
4223,383,0.45435
4223,385,0.05436
4223,415,0.90871
4223,1590,0.05
4224,341,0.36348
4224,383,0.45435
4224,385,0.05436
4224,415,0.90871
4224,1590,0.05
4228,341,1.0313
4228,383,1.2892
4228,415,2.5783
4229,174,0.85
4229,385,0.12162
4230,341,1.14117
4230,383,1.42646
4230,415,2.85292
4232,383,0.76
4232,385,0.09122
4233,341,0.98901
4233,383,1.23626
4233,415,2.47253
4234,95,0.07
4237,222,1.42
4237,383,1.2374
4237,559,1.13
4237,1667,0.99
4243,341,1.20034
4243,383,1.50042
4243,415,3.00085
4244,341,1.20034
4244,383,1.50042
4244,415,3.00085
4245,341,1.2426
4245,383,1.55325
4245,415,3.10651
4247,222,1.42
4247,383,1.4125
4247,1667,0.99
4249,341,1.08205
4249,383,1.35256
4249,415,2.70512
4252,341,1.19189
4252,383,1.48986
4252,415,2.97971
4254,383,1.194
4254,559,1.13
4254,1667,0.99
4257,341,1.2426
4257,383,1.55325
4257,415,3.11708
4258,341,1.12426
4258,383,1.40533
4258,415,2.81065
4260,341,1.18343
4260,383,1.47929
4260,415,2.95858
4261,341,1.08205
4261,383,1.35256
4261,415,2.70512
4262,341,1.19189
4262,383,1.48986
4262,415,2.97971
4264,341,1.20034
4264,383,1.50042
4264,415,3.00085
4265,341,1.18343
4265,383,1.47929
4265,415,2.95858
4266,341,1.14962
4266,383,1.43702
4266,415,2.87405
4267,341,1.12426
4267,383,1.40533
4267,415,2.81065
4268,213,0.75
4270,12,0.51
4270,641,0.8116
4271,222,1.42
4271,383,1.2375
4271,1667,0.99
4272,341,1.18343
4272,383,1.47929
4272,415,2.95858
4273,385,0.09122
4274,341,1.14962
4274,383,1.43702
4274,415,2.87405
4275,385,0.10946
4276,341,1.12426
4276,383,1.43702
4276,415,2.87405
4278,294,0.099
4278,1547,0.006
4279,341,1.12426
4279,383,1.40533
4279,415,2.81065
4280,341,1.12426
4280,383,1.40533
4280,415,2.81065
4281,1598,0.3153
4282,341,1.11584
4282,383,1.39481
4282,385,0.16738
4282,428,0.33475
4282,1599,0.39055
4285,1598,0.3153
4286,1599,0.4719
4287,13,0.77
4288,341,0.5579
4288,383,0.69738
4288,415,1.39476
4289,341,0.5579
4289,383,0.69738
4289,415,1.39476
4290,341,0.83686
4290,383,1.04607
4290,415,2.09214
4290,641,0.62765
4291,213,0.75
4292,341,0.60862
4292,383,0.76078
4292,415,1.52156
4293,341,1.14966
4293,385,0.17878
4293,428,0.3449
4293,640,0.6898
4294,341,1.43243
4294,385,0.21486
4294,439,0.07162
4294,1494,0.2
4295,341,1.35135
4295,385,0.20134
4296,341,1.4189
4296,385,0.21141
4297,1456,0.4
4298,341,1.35245
4298,385,0.20888
4298,428,0.40576
4299,341,1.42434
4299,383,1.78043
4299,385,0.21223
4299,415,3.56086
4300,341,1.38631
4300,383,1.73288
4300,385,0.20795
4300,415,3.46577
4301,1547,0.006
4303,383,1.39383
4303,641,0.8369
4304,341,1.116
4304,428,0.3348
4304,641,0.8369
4306,341,1.2426
4306,383,1.55325
4306,415,3.11708
4308,341,1.18343
4308,383,1.47929
4308,415,2.95858
4310,341,1.2426
4310,383,1.55325
4310,415,3.11708
4312,341,1.18343
4312,383,1.47929
4312,415,2.95858
4314,341,1.2426
4314,383,1.55325
4314,415,3.11708
4316,383,1.3789
4317,362,0.92984
4317,376,0.61285
4317,439,0.04649
4317,974,0.76606
4317,983,1.53212
4317,1129,1.1623
4317,1130,2.326
4317,1481,0.04
4318,341,0.84531
4318,383,1.05664
4318,385,0.1268
4318,415,2.11327
4318,439,0.04227
4318,1481,0.04
4319,370,0.42265
4319,377,0.50719
4319,439,0.02509
4319,988,1.05664
4319,1340,1.26796
4319,1438,0.52832
4319,1440,0.63398
4319,1481,0.04
4320,206,0.28
4320,385,0.09184
4320,439,0.03061
4320,1467,0.15
4321,341,1.28487
4321,383,1.60609
4321,385,0.19273
4321,415,3.21217
4321,428,0.38546
4322,341,1.38631
4322,383,1.73288
4322,385,0.20795
4322,415,3.46577
4322,428,0.41589
4323,341,1.3863
4323,383,1.73288
4323,385,0.20795
4323,415,3.46577
4323,428,0.41589
4324,341,1.3102
4324,383,1.63779
4324,385,0.19653
4324,415,3.27557
4324,428,0.39306
4325,341,1.40328
4325,383,1.7541
4325,385,0.21049
4325,415,3.50821
4325,428,0.42099
4326,341,1.33143
4326,383,1.66429
4326,385,0.1997
4326,415,3.32857
4326,428,0.39943
4327,341,1.39476
4327,383,1.74345
4327,385,0.20921
4327,415,3.4869
4327,428,0.41843
4328,341,1.33136
4328,383,1.6642
4328,385,0.1997
4328,415,3.3284
4328,428,0.39941
4329,341,1.33136
4329,383,1.6642
4329,385,0.2027
4329,415,3.3284
4329,428,0.39941
4330,341,1.33559
4330,383,1.66948
4330,385,0.20034
4330,415,3.33897
4330,428,0.40068
4331,341,1.37584
4331,383,1.7198
4331,385,0.20638
4331,428,0.41554
4331,1454,0.3
4332,1454,0.3
4333,341,1.43702
4333,383,1.79628
4333,385,0.21556
4333,415,3.59256
4333,1454,0.3
4334,341,1.38631
4334,383,1.73289
4334,385,0.20795
4334,415,3.35241
4334,1454,0.3
4335,12,0.62
4335,174,0.57
4335,336,0.107
4335,1456,0.4
4337,341,1.11574
4337,383,1.39481
4337,385,0.16738
4337,428,0.33475
4337,1599,0.39053
4340,1599,0.4719
4350,341,0.60862
4350,383,0.76078
4350,415,1.52156
4351,332,0.14
4351,341,0.30431
4351,383,0.38039
4351,415,0.76078
4351,990,0.5
4352,361,0.38462
4352,383,0.48077
4352,384,0.27
4352,415,0.96154
4352,640,0.23077
4352,685,0.18
4352,990,0.5
4354,12,0.28
4354,990,0.5
4358,284,0.2
4358,990,0.5
4359,341,0.13525
4359,383,0.16906
4359,415,0.33812
4359,634,0.05
4359,990,0.5
4360,332,0.2
4360,341,0.10989
4360,383,0.13736
4360,415,0.27473
4360,990,0.5
4360,1675,0.28
4361,37,1.91
4361,332,0.2
4361,341,0.10989
4361,383,0.13736
4361,415,0.27473
4361,990,0.5
4362,28,0.09
4362,990,0.5
4362,1638,0.18
4363,28,0.09
4363,990,0.5
4363,1638,0.18
4364,341,0.15216
4364,383,0.19019
4364,415,0.38039
4364,607,0.03
4364,990,0.5
4365,28,0.09
4365,990,0.5
4365,1638,0.18
4366,341,0.23246
4366,640,0.1395
4366,990,0.5
4367,28,0.11
4367,990,0.5
4367,1638,0.22
4369,480,0.018
4369,990,0.5
4369,1333,0.13209
4369,1334,0.26417
4369,1335,0.1056
4369,1336,0.13256
4369,1337,0.16907
4369,1338,0.33814
4371,332,0.19
4371,341,0.13526
4371,383,0.16907
4371,415,0.33814
4371,990,0.5
4371,502471,0.38
4372,174,0.4253
4372,332,0.23
4372,990,0.5
4373,342,0.71851
4373,1427,0.89814
4373,1428,1.79628
4373,1456,0.4
4374,341,1.38635
4374,385,0.208
4374,428,0.4159
4374,1599,0.4852
4375,341,1.18347
4375,383,1.47934
4375,385,0.17752
4375,428,0.35504
4375,1599,0.4142
4376,1599,0.4719
4377,1599,0.4719
4378,341,1.11584
4378,383,1.39481
4378,385,0.16738
4378,428,0.33475
4378,1599,0.39055
4379,341,1.35135
4379,383,1.6892
4379,385,0.2027
4380,1456,0.4
4381,28,0.09
4381,990,0.5
4381,1638,0.18
4382,341,0.03381
4382,383,0.04227
4382,415,0.08453
4382,990,0.5
4382,1353,0.16906
4383,341,0.04649
4383,383,0.05811
4383,415,0.11623
4383,990,0.5
4386,340,0.6
4386,607,0.05
4386,990,0.5
4386,1654,0.18
4387,28,0.09
4387,990,0.5
4387,1638,0.18
4388,28,0.09
4388,990,0.5
4388,1638,0.18
4389,28,0.09
4389,990,0.5
4389,1638,0.18
4390,28,0.09
4390,990,0.5
4390,1638,0.18
4391,990,0.5
4392,341,0.63398
4392,383,0.79248
4392,415,1.58495
4392,640,0.38039
4392,990,0.5
4393,341,0.61708
4393,383,0.77134
4393,415,1.54269
4393,640,0.37025
4393,990,0.5
4394,340,0.6
4394,607,0.05
4394,990,0.5
4394,1654,0.18
4396,341,1.09216
4396,383,1.3652
4396,478,0.043
4396,1454,0.3
4397,341,0.75467
4397,383,0.94334
4397,1454,0.3
4398,341,0.896
4398,383,1.12
4398,1454,0.3
4400,1454,0.3
4401,341,0.71733
4401,383,0.89667
4401,1454,0.3
4402,341,0.71733
4402,383,0.89667
4402,1454,0.3
4403,341,0.71733
4403,383,0.89667
4403,1454,0.3
4405,341,0.78933
4405,383,0.98667
4405,1454,0.3
4407,332,0.18
4407,990,0.5
4407,1333,0.13209
4407,1334,0.26417
4407,1335,0.1056
4407,1336,0.13526
4407,1337,0.16907
4407,1338,0.33814
4407,1674,0.43
4409,341,0.82418
4409,415,2.06044
4409,867,0.2
4409,1601,0.45
4410,341,0.541
4410,415,1.35249
4410,867,0.2
4410,1454,0.3
4411,341,0.84531
4411,415,2.11327
4411,1339,2.11327
4411,1601,0.45
4412,341,0.69315
4412,415,1.73288
4412,1601,0.45
4413,341,0.71006
4413,383,0.88757
4413,415,1.77515
4413,1457,1.4
4414,341,0.59172
4414,415,1.4793
4414,1601,0.45
4415,341,0.70161
4415,415,1.75402
4415,867,0.2
4415,1601,0.45
4416,341,0.32122
4416,415,0.80304
4416,867,0.2
4416,1467,0.15
4417,341,0.49451
4417,415,1.23626
4417,867,0.2
4417,1454,0.3
4418,341,0.51564
4418,415,1.2891
4418,867,0.2
4418,1601,0.45
4419,341,0.541
4419,415,1.35249
4419,867,0.2
4419,1573,0.1
4420,341,0.73119
4420,415,1.82798
4420,1601,0.45
4421,341,0.65934
4421,415,1.64835
4421,867,0.2
4421,1601,0.45
4422,341,0.80304
4422,415,2.00761
4422,1601,0.45
4423,341,0.82418
4423,383,1.03022
4423,415,2.06044
4423,1457,1.4
4424,341,0.78191
4424,415,1.95477
4424,1601,0.45
4425,341,0.73542
4425,383,0.91927
4425,415,1.83855
4425,1457,1.4
4426,341,0.68893
4426,415,1.72232
4426,1601,0.45
4427,341,0.85376
4427,383,1.0672
4427,415,2.1344
4427,1457,1.4
4428,341,0.49873
4428,415,1.24683
4428,867,0.2
4428,1467,0.15
4429,341,0.66779
4429,383,0.8346
4429,415,1.66948
4429,867,0.2
4429,1454,0.3
4430,341,0.43111
4430,415,1.07777
4430,867,0.2
4430,1454,0.3
4431,341,0.43111
4431,383,0.5389
4431,415,1.07777
4431,867,0.2
4431,1454,0.3
4432,341,0.8115
4432,415,2.02874
4432,867,0.2
4432,1601,0.45
4433,341,0.64243
4433,415,1.60609
4433,867,0.2
4433,1601,0.45
4434,341,0.8115
4434,415,2.02874
4434,867,0.2
4434,1601,0.45
4435,341,0.54945
4435,415,1.37363
4435,867,0.2
4435,1454,0.3
4436,341,0.8115
4436,415,2.02874
4436,867,0.2
4436,1601,0.45
4437,341,0.8115
4437,415,2.02874
4437,867,0.2
4437,1601,0.45
4438,341,0.71006
4438,415,1.77515
4438,867,0.2
4438,1601,0.45
4439,341,0.8115
4439,415,2.02874
4439,867,0.2
4439,1601,0.45
4440,341,0.71006
4440,415,1.77515
4440,867,0.2
4440,1601,0.45
4441,341,0.8115
4441,415,2.02874
4441,867,0.2
4441,1601,0.45
4442,341,0.24514
4442,385,0.03677
4442,415,0.61285
4442,428,0.07354
4442,867,0.26667
4442,1467,0.15
4443,341,0.48605
4443,385,0.07291
4443,415,1.21513
4443,428,0.14582
4443,867,0.26667
4443,1467,0.15
4444,341,0.52832
4444,415,1.32079
4444,867,0.2
4444,1454,0.3
4445,341,0.57904
4445,383,0.7238
4445,415,1.44759
4445,867,0.2
4445,1454,0.3
4446,377,0.57904
4446,867,0.2
4446,1340,1.44759
4446,1440,0.7238
4446,1454,0.3
4447,341,0.46915
4447,415,1.17287
4447,867,0.2
4447,1454,0.3
4448,341,0.45647
4448,415,1.14117
4448,867,0.2
4448,1467,0.15
4449,341,0.67625
4449,415,1.69062
4449,1601,0.45
4450,341,0.69315
4450,383,0.86644
4450,415,1.73288
4450,1457,1.4
4451,341,0.66779
4451,415,1.66948
4451,867,0.2
4451,1454,0.3
4452,341,0.44379
4452,415,1.10947
4452,1470,0.85
4453,341,0.59172
4453,383,0.73965
4453,415,1.4793
4453,1602,2.15
4454,341,0.67625
4454,383,0.84531
4454,415,1.69063
4454,1602,2.15
4455,341,0.67625
4455,383,0.84531
4455,415,1.69063
4455,1602,2.15
4456,341,0.44379
4456,415,1.10947
4456,1470,0.85
4457,341,0.59172
4457,383,0.73965
4457,415,1.4793
4457,1602,2.15
4458,341,0.67625
4458,383,0.84531
4458,415,1.69062
4458,1602,2.15
4459,341,0.19019
4459,383,0.23774
4459,415,0.47549
4459,1574,0.25
4460,1470,0.85
4461,341,0.48183
4461,383,0.60228
4461,415,1.20456
4461,1602,2.15
4462,1470,0.85
4463,341,0.74387
4463,383,0.92984
4463,415,1.85968
4463,1602,2.15
4464,341,0.59172
4464,383,0.73965
4464,415,1.4793
4464,1602,2.15
4465,341,0.48183
4465,415,1.20456
4465,867,0.2
4465,1454,0.3
4466,341,0.59172
4466,383,0.73965
4466,415,1.4793
4466,1602,2.15
4467,341,0.67625
4467,415,1.69062
4467,867,1.0136
4467,1601,0.45
4468,341,0.67625
4468,383,0.84531
4468,415,1.69062
4468,1602,2.15
4469,341,0.59172
4469,383,0.73965
4469,415,1.4793
4469,1602,2.15
4470,341,0.6721
4470,383,0.8401
4470,415,1.6801
4470,867,0.2
4470,1601,0.45
4471,341,0.78191
4471,415,1.95478
4471,1601,0.45
4472,341,0.78191
4472,415,1.95478
4472,1601,0.45
4473,341,0.73964
4473,383,0.92456
4473,415,1.84911
4473,1457,1.4
4474,341,0.82418
4474,415,2.06044
4474,1601,0.45
4475,341,0.78614
4475,383,0.98267
4475,415,1.96534
4475,1457,1.4
4476,341,0.84531
4476,415,2.11327
4476,1601,0.45
4477,341,0.86644
4477,383,1.08305
4477,415,2.1661
4477,1457,1.4
4478,341,0.70583
4478,415,1.76458
4478,867,0.2
4478,1601,0.45
4479,341,0.67625
4479,383,0.84531
4479,415,1.69062
4479,1602,2.15
4480,341,0.59172
4480,383,0.73965
4480,415,1.4793
4480,1602,2.15
4481,341,0.40152
4481,415,1.0038
4481,1601,0.45
4482,341,0.69738
4482,383,0.87172
4482,415,1.74345
4482,1457,1.4
4483,341,0.67625
4483,383,0.84531
4483,415,1.69062
4483,1602,2.15
4484,341,0.52832
4484,415,1.32079
4484,867,0.2
4484,1454,0.3
4485,341,0.7768
4485,415,1.94421
4485,867,0.2
4485,1601,0.45
4486,341,0.66357
4486,383,0.82946
4486,415,1.65892
4486,1457,1.4
4487,341,0.71851
4487,415,1.79628
4487,867,0.2
4487,1601,0.45
4488,341,0.50719
4488,415,1.26796
4488,867,0.2
4488,1454,0.3
4489,341,0.76923
4489,383,0.96154
4489,415,1.92308
4489,1457,1.4
4490,341,0.66357
4490,383,0.82946
4490,415,1.65892
4490,1457,1.4
4491,341,0.84531
4491,415,2.11327
4491,1601,0.45
4492,341,0.73542
4492,383,0.91927
4492,415,1.83855
4492,1457,1.4
4493,341,0.3973
4493,383,0.4966
4493,415,0.99324
4493,1456,0.4
4494,341,0.92561
4494,383,1.15702
4494,415,2.31403
4494,1457,1.4
4495,341,0.71851
4495,415,1.79628
4495,867,0.2
4495,1601,0.45
4496,341,0.78191
4496,415,1.95478
4496,1601,0.45
4497,341,0.82418
4497,383,1.0322
4497,415,2.0644
4497,1457,1.4
4498,341,0.71429
4498,415,1.78571
4498,867,0.2
4498,1601,0.45
4499,341,0.541
4499,415,1.35249
4499,867,0.2
4499,1454,0.3
4500,341,0.50719
4500,383,0.63399
4500,415,1.26796
4500,867,0.2
4500,1454,0.3
4501,341,0.52832
4501,383,0.6604
4501,415,1.32079
4501,867,0.2
4501,1454,0.3
4502,1470,0.85
4503,341,0.67625
4503,383,0.8453
4503,415,1.6906
4503,1602,2.15
4504,1470,0.85
4505,341,0.67625
4505,383,0.8453
4505,415,1.6906
4505,1602,2.15
4506,350,0.44379
4506,620,0.35503
4506,1341,1.10947
4506,1343,0.88757
4506,1470,0.85
4507,350,0.59172
4507,620,0.56636
4507,1341,1.4793
4507,1343,1.41589
4507,1344,0.73965
4507,1345,0.70795
4507,1602,2.15
4508,341,0.39307
4508,415,0.98267
4508,1470,0.85
4509,341,0.48605
4509,383,0.60757
4509,415,1.21513
4509,1602,2.15
4510,620,0.35503
4510,1343,0.88757
4510,1470,0.85
4511,620,0.56636
4511,1343,1.41589
4511,1345,0.70795
4511,1602,2.15
4512,341,0.16061
4512,415,0.40152
4512,1470,0.85
4513,341,0.16061
4513,415,0.40152
4513,1470,0.85
4514,341,0.67625
4514,383,0.84531
4514,415,1.69062
4514,1602,2.15
4515,1470,0.85
4516,1470,0.85
4517,341,0.59172
4517,383,0.73965
4517,415,1.4793
4517,1602,2.15
4518,1470,0.85
4519,341,0.59172
4519,383,0.73965
4519,415,1.4793
4519,1602,2.15
4520,350,0.59172
4520,620,0.56636
4520,1341,1.4793
4520,1343,1.41589
4520,1344,0.73965
4520,1345,0.70795
4520,1602,2.15
4521,341,0.16061
4521,415,0.40152
4521,1470,0.85
4522,1470,0.85
4523,341,0.66779
4523,383,0.83474
4523,415,1.66948
4523,1457,1.4
4524,350,0.44379
4524,620,0.35503
4524,1341,1.10947
4524,1343,0.88757
4524,1470,0.85
4525,341,0.66779
4525,383,0.83474
4525,415,1.66948
4525,1457,1.4
4526,1470,0.85
4527,341,0.59172
4527,383,0.73965
4527,415,1.4793
4527,1602,2.15
4528,379,0.71006
4528,612,0.47339
4528,1011,0.88757
4528,1309,0.28403
4528,1310,0.59174
4528,1312,0.42604
4528,1454,0.3
4528,1641,0.07095
4528,502517,0.1065
4528,502518,0.14202
4529,867,0.2
4529,1601,0.45
4530,341,0.52832
4530,415,1.3208
4530,867,0.2
4530,1454,0.3
4532,15,1.36
4532,1457,1.4
4533,15,1.5
4533,1457,1.4
4534,15,1.82
4534,1457,1.4
4535,15,1.8
4535,1457,1.4
4536,15,1.48
4536,1457,1.4
4537,233,1.44
4537,1457,1.4
4538,15,1.62
4538,1457,1.4
4539,15,1.24
4539,1457,1.4
4541,75,1.27
4541,1457,1.4
4542,75,1.29
4542,1457,1.4
4543,75,1.52
4543,1457,1.4
4544,75,1.71
4544,1457,1.4
4548,341,0.90448
4548,1482,1.1
4548,1609,0.96
4549,164,0.63
4549,1461,0.55
4549,1546,0.315
4550,164,1.15
4550,1457,1.4
4551,233,1.37
4551,1457,1.4
4552,164,1.65
4552,1457,1.4
4553,245,0.675
4553,403,1.35
4553,1496,0.75
4554,438,1.09
4554,1496,0.75
4554,1603,0.436
4556,341,0.6086
4556,383,0.76078
4556,415,1.52156
4556,1497,0.7
4557,48,1.2
4557,383,0.91398
4558,24,0.67
4558,1454,0.3
4558,1604,0.335
4559,24,0.55
4559,49,0.04
4559,1454,0.3
4559,1605,0.24
4561,289,1.55
4561,415,1.8503
4562,289,1.58
4562,383,0.7502
4562,415,1.5004
4563,289,1.53
4563,383,0.92515
4563,415,1.8503
4564,402,1.48
4564,1455,1
4565,402,1.63
4565,1455,1
4571,341,1.06932
4571,383,1.33664
4571,415,2.67329
4572,341,0.64807
4572,383,0.80833
4572,415,1.61665
4572,1455,1
4575,28,0.6
4575,1455,1
4576,97,0.91
4576,1455,1
4577,444,1.39
4577,1455,1
4579,341,0.58326
4579,383,0.73436
4579,415,1.46872
4579,1455,1
4580,341,0.61144
4580,383,0.7643
4580,415,1.52859
4580,1455,1
4581,341,0.61426
4581,383,0.8033
4581,415,1.5357
4581,1455,1
4582,341,1.17498
4582,383,1.4687
4582,415,2.93745
4582,1455,1
4583,341,0.66498
4583,383,0.83122
4583,415,1.6624
4583,1455,1
4584,341,0.91857
4584,383,1.14645
4584,415,2.2929
4584,1455,1
4585,446,1.44
4585,1455,1
4586,196,0.17
4586,1455,1
4587,341,0.73964
4587,383,0.92456
4587,395,2.17
4587,415,1.84911
4587,1457,1.4
4588,341,0.73964
4588,383,0.92456
4588,415,1.84911
4588,1457,1.4
4588,1649,0.93
4589,395,2.04
4589,1457,1.4
4590,341,0.73964
4590,383,0.92456
4590,415,1.84911
4590,1457,1.4
4590,1649,2.41
4591,341,0.73964
4591,383,0.92456
4591,415,1.84911
4591,1457,1.4
4591,1649,2.41
4592,395,3.36
4592,1457,1.4
4593,341,0.73964
4593,383,0.92456
4593,395,2.2
4593,415,1.84911
4593,1457,1.4
4594,395,2.01
4594,1457,1.4
4595,395,3.04
4595,1457,1.4
4595,1649,1.52
4596,139,1.55
4596,553,0.74
4596,1457,1.4
4597,44,1.74
4597,1457,1.4
4598,44,1.83
4598,1457,1.4
4599,44,1.9
4599,1457,1.4
4600,44,1.8
4600,1457,1.4
4601,93,1.63
4601,1457,1.4
4602,93,1.92
4602,1457,1.4
4603,94,1.93
4603,1457,1.4
4604,341,0.70583
4604,383,0.88229
4604,415,1.76458
4604,1457,1.4
4605,447,1.13
4605,1457,1.4
4607,867,2.22
