FoodID,MeasureID,ConversionFactorValue
2068,341,0.69315
2068,383,0.86644
2068,415,1.73288
2068,1470,0.85
2068,502337,0.89
2068,502338,1.03
2068,502339,1.18
2069,341,1.08205
2069,383,1.35256
2069,415,2.70512
2070,341,0.69315
2070,383,0.86644
2070,415,1.73288
2071,341,0.69741
2071,383,0.87177
2071,415,1.74354
2071,1470,0.85
2071,502337,0.89
2071,502338,1.03
2071,502339,1.18
2072,341,0.95943
2072,383,1.19928
2072,415,2.39856
2073,341,0.23669
2073,383,0.29586
2073,415,0.59172
2073,1471,0.65
2074,341,0.61285
2074,383,0.76606
2074,415,1.53212
2074,1470,0.85
2075,341,0.69738
2075,383,0.81717
2075,415,1.74345
2075,1470,0.85
2076,341,0.67625
2076,383,0.84531
2076,415,1.69062
2076,1470,0.85
2077,341,0.71851
2077,383,0.89814
2077,415,1.79628
2077,1470,0.85
2078,341,0.3973
2078,383,0.49662
2078,415,0.99324
2078,529,0.12
2078,1470,0.85
2079,341,0.40152
2079,383,0.5019
2079,415,1.0038
2079,1470,0.85
2080,371,0.38462
2080,530,0.12
2080,971,0.48077
2080,979,0.96154
2080,1470,0.85
2081,371,0.43956
2081,530,0.14
2081,971,0.54945
2081,979,1.0989
2081,1470,0.85
2082,148,0.03
2082,343,0.15216
2082,1031,0.19019
2082,1032,0.38039
2082,1470,0.85
2083,343,0.22401
2083,1031,0.28001
2083,1032,0.56002
2083,1470,0.85
2084,341,0.21133
2084,383,0.26416
2084,415,0.52832
2084,560,0.01
2084,1471,0.65
2085,341,0.57058
2085,383,0.71323
2085,415,1.42646
2085,1470,0.85
2086,343,0.23246
2086,1031,0.29057
2086,1032,0.58115
2086,1471,0.65
2087,343,0.44379
2087,1031,0.55473
2087,1032,1.10947
2087,1470,0.85
2088,92,4.58
2088,347,0.34658
2088,1015,0.43322
2088,1016,0.86644
2088,1166,5.48
2088,1470,0.85
2088,1483,0.69315
2089,347,0.41843
2089,1015,0.52304
2089,1016,1.04607
2089,1470,0.85
2089,1483,0.83686
2090,131,5.13
2090,343,0.21133
2090,1031,0.26416
2090,1032,0.52832
2090,1471,0.65
2091,371,0.40575
2091,543,0.022
2091,640,0.234
2091,971,0.50719
2091,979,1.01437
2091,1481,0.04
2092,129,7.71
2092,363,0.49028
2092,1145,0.61285
2092,1146,1.2257
2092,1470,0.85
2093,347,0.61708
2093,1015,0.77134
2093,1016,1.54269
2093,1470,0.85
2094,130,1.78
2094,363,0.40152
2094,1145,0.5019
2094,1146,1.0038
2094,1470,0.85
2095,363,0.75232
2095,1145,0.94041
2095,1146,1.8808
2095,1470,0.85
2096,343,0.08876
2096,1031,0.11095
2096,1032,0.22189
2096,1470,0.85
2097,343,0.17751
2097,1031,0.22189
2097,1032,0.44379
2097,1470,0.85
2098,341,0.33812
2098,383,0.42265
2098,415,0.84531
2098,1470,0.85
2099,341,0.36771
2099,383,0.45964
2099,415,0.91927
2099,1470,0.85
2100,371,0.63398
2100,971,0.79248
2100,979,1.58495
2100,1470,0.85
2101,371,0.41843
2101,525,0.06
2101,971,0.52304
2101,979,1.04607
2101,1470,0.85
2102,341,0.10144
2102,383,0.12679
2102,415,0.25359
2102,640,0.06086
2102,1481,0.04
2103,341,0.11834
2103,383,0.14793
2103,415,0.29586
2103,1470,0.85
2104,341,0.36771
2104,383,0.45964
2104,415,0.91927
2104,1470,0.85
2105,343,0.54945
2105,1031,0.68681
2105,1032,1.37363
2105,1470,0.85
2106,383,0.68681
2106,1470,0.85
2107,343,0.54945
2107,1031,0.68681
2107,1032,1.37363
2107,1470,0.85
2108,196,0.063
2108,341,0.22823
2108,383,0.28529
2108,415,0.57058
2108,640,0.13694
2108,1481,0.04
2109,245,0.16
2109,341,0.57058
2109,383,0.71323
2109,415,1.42646
2109,1470,0.85
2110,371,0.69741
2110,971,0.87177
2110,979,1.74354
2110,1470,0.85
2111,415,0.31699
2111,1470,0.85
2112,343,0.76078
2112,1031,0.95097
2112,1032,1.90194
2112,1470,0.85
2113,341,0.32544
2113,383,0.40681
2113,415,0.81361
2113,1471,0.65
2114,383,1.31023
2114,1471,0.65
2115,510,0.075
2115,1173,0.29059
2115,1174,0.58115
2115,1175,0.23246
2115,1176,1.63
2115,1177,0.05
2115,1178,0.15
2115,1471,0.65
2116,148,0.1
2116,368,0.23669
2116,969,0.29586
2116,977,0.59172
2116,1471,0.65
2117,148,0.1
2117,368,0.23669
2117,969,0.29586
2117,977,0.59172
2117,1471,0.65
2118,338,0.81
2118,1179,1.15
2118,1470,0.85
2118,1486,0.575
2119,338,0.89
2119,341,0.50719
2119,383,0.63398
2119,415,1.26796
2119,1470,0.85
2123,171,0.12
2123,363,0.65934
2123,1145,0.82418
2123,1146,1.64835
2123,1470,0.85
2124,171,0.036
2124,1481,0.04
2124,1488,0.36
2125,171,0.18
2125,363,0.61285
2125,1145,0.76606
2125,1146,1.53212
2125,1470,0.85
2126,343,0.23669
2126,1031,0.29586
2126,1032,0.59172
2126,1470,0.85
2127,343,0.59172
2127,1031,0.73965
2127,1032,1.4793
2127,1470,0.85
2128,343,0.61708
2128,1031,0.77134
2128,1032,1.54269
2128,1470,0.85
2129,343,0.63398
2129,1031,0.79248
2129,1032,1.58495
2129,1470,0.85
2130,343,0.63398
2130,1031,0.79248
2130,1032,0.79248
2130,1471,0.65
2131,343,0.76078
2131,1031,0.95097
2131,1032,1.90194
2131,1470,0.85
2132,343,0.23669
2132,1031,0.29586
2132,1032,0.59172
2132,1471,0.65
2133,343,0.76078
2133,1031,0.95097
2133,1032,1.90194
2133,1470,0.85
2134,341,0.42265
2134,383,0.5283
2134,415,1.0566
2134,532,0.11875
2134,1470,0.85
2135,371,0.67652
2135,532,0.10625
2135,971,0.84531
2135,979,1.69062
2135,1470,0.85
2136,383,0.84531
2136,1470,0.85
2137,371,0.77768
2137,529,0.106
2137,971,0.97211
2137,979,1.94421
2137,1470,0.85
2138,341,0.23669
2138,383,0.29586
2138,385,0.05068
2138,439,0.01689
2138,640,0.142
2138,1484,0.005
2139,514,0.63
2139,1122,0.94675
2139,1123,1.18343
2139,1124,2.36686
2140,383,1.10947
2140,1470,0.85
2141,1122,0.88757
2141,1123,1.10947
2141,1124,2.21894
2141,1470,0.85
2142,383,1.10947
2142,1470,0.85
2143,341,0.88757
2143,383,1.10947
2143,415,2.21894
2143,1470,0.85
2144,139,0.25
2144,343,0.42265
2144,387,0.06081
2144,1031,0.5283
2144,1032,1.0566
2144,1186,0.15
2144,1187,0.05
2144,1454,0.3
2145,383,0.5283
2145,1470,0.85
2146,341,0.67625
2146,383,0.84531
2146,415,1.69062
2146,1470,0.85
2147,341,0.60865
2147,383,0.76082
2147,415,1.52163
2147,1470,0.85
2148,341,0.67625
2148,383,0.84531
2148,415,1.69062
2148,1470,0.85
2149,341,1.04818
2149,383,1.31023
2149,415,2.6205
2150,341,0.95943
2150,383,1.19928
2150,415,2.39856
2151,341,0.60862
2151,383,0.76078
2151,415,1.52156
2151,1470,0.85
2152,341,0.50719
2152,383,0.63398
2152,415,1.26796
2152,1471,0.65
2153,341,0.67628
2153,383,0.84535
2153,415,1.6907
2153,1471,0.65
2154,341,1.07777
2154,383,1.34721
2154,415,2.69442
2155,341,0.59172
2155,383,0.73965
2155,415,1.4793
2155,1470,0.85
2156,341,0.67625
2156,383,0.84531
2156,415,1.69062
2156,1470,0.85
2157,341,0.50719
2157,383,0.63398
2157,415,1.26796
2158,341,0.58326
2158,383,0.72908
2158,415,1.45816
2158,1470,0.85
2159,341,0.76078
2159,383,0.95097
2159,415,1.90194
2159,1470,0.85
2160,185,0.73
2160,1122,0.57481
2160,1123,0.71851
2160,1124,1.43702
2160,1454,0.3
2161,354,0.59172
2161,1007,0.73965
2161,1010,1.4793
2162,341,0.65089
2162,383,0.81361
2162,415,1.62722
2162,601,0.04
2162,1470,0.85
2163,341,0.64666
2163,383,0.80833
2163,415,1.61665
2163,1470,0.85
2164,341,1.01437
2164,383,1.26796
2164,415,2.53593
2164,1470,0.85
2165,341,0.67625
2165,383,0.84531
2165,415,1.69062
2165,1470,0.85
2166,341,0.69738
2166,383,0.87172
2166,415,1.74345
2166,1470,0.85
2167,196,0.34
2167,402,0.68
2167,1482,1.1
2168,341,0.65934
2168,383,0.82418
2168,415,1.64835
2168,1470,0.85
2168,1497,0.7
2169,341,0.88757
2169,383,1.10947
2169,415,2.21894
2169,1457,1.4
2170,341,1.0355
2170,383,1.29438
2170,415,2.58876
2170,1457,1.4
2171,341,1.0355
2171,383,1.29438
2171,415,2.58876
2171,1457,1.4
2172,216,0.35
2172,379,1.26796
2172,571,0.24
2172,1011,1.58495
2172,1012,3.16991
2172,1498,1.6
2173,341,0.84531
2173,383,1.05664
2173,415,2.11327
2174,341,0.88757
2174,383,1.10947
2174,415,2.21894
2174,1457,1.4
2175,341,0.84531
2175,383,1.05664
2175,415,2.11327
2176,341,0.88757
2176,383,1.10947
2176,415,2.21894
2176,1457,1.4
2178,341,1.03128
2178,383,1.37
2178,415,2.57819
2178,1457,1.4
2179,383,0.68011
2179,1457,1.4
2180,383,0.82418
2180,1457,1.4
2181,383,0.68011
2181,1482,1.1
2182,341,0.61285
2182,383,1.2918
2182,415,1.53212
2182,1482,1.1
2183,341,0.76923
2183,383,0.96154
2183,415,1.92308
2183,1482,1.1
2184,383,0.96154
2184,1482,1.1
2185,339,0.5
2185,341,0.24091
2185,415,0.60228
2185,867,0.85
2185,1497,0.7
2185,1499,1
2186,339,0.65
2186,867,0.85
2186,1470,0.85
2186,1499,1.3
2187,341,1.05664
2187,383,1.32079
2187,415,2.64159
2187,1457,1.4
2188,341,0.13948
2188,383,0.17434
2188,415,0.34869
2188,498,0.02
2188,1470,0.85
2189,341,0.56636
2189,383,0.70795
2189,415,1.41589
2189,1470,0.85
2190,341,0.16484
2190,383,0.20604
2190,415,0.41209
2190,1471,0.65
2191,341,0.30008
2191,383,0.37511
2191,415,0.75021
2191,1470,0.85
2192,341,1.0355
2192,383,1.29438
2192,415,2.58876
2193,341,1.14117
2193,383,1.42646
2193,415,2.8529
2193,641,0.85587
2194,341,0.18174
2194,383,0.22718
2194,415,0.45435
2194,528,0.03
2194,1470,0.85
2195,341,0.48605
2195,383,0.60757
2195,415,1.21513
2195,1191,4.31
2195,1470,0.85
2196,223,3.38
2196,371,0.4903
2196,971,0.61288
2196,979,1.22576
2196,1471,0.65
2197,371,0.6213
2197,971,0.77663
2197,979,1.55325
2197,1470,0.85
2198,341,0.49028
2198,383,0.61285
2198,415,1.22569
2198,1470,0.85
2199,371,0.56213
2199,971,0.70266
2199,979,1.40533
2199,1470,0.85
2200,371,0.57058
2200,971,0.71323
2200,979,1.42646
2200,1470,0.85
2201,349,0.60017
2201,1119,0.75021
2201,1120,1.50042
2201,1194,0.99746
2201,1195,1.24683
2201,1196,2.49366
2202,341,0.33812
2202,383,0.42297
2202,385,0.05068
2202,415,0.84459
2202,1467,0.15
2203,341,0.33812
2203,383,0.4223
2203,385,0.05068
2203,415,0.84459
2203,1467,0.15
2204,341,0.33812
2204,383,0.4223
2204,385,0.05068
2204,415,0.84459
2204,1467,0.15
2205,341,0.33812
2205,383,0.4223
2205,385,0.33784
2205,415,0.84459
2205,1197,0.26
2205,1467,0.15
2206,341,0.08453
2206,383,0.10566
2206,415,0.21133
2206,498,0.03
2206,1471,0.65
2207,341,0.43956
2207,383,0.54945
2207,415,1.0989
2207,1470,0.85
2208,341,1.08199
2208,383,1.35249
2208,415,2.7005
2208,1470,0.85
2209,341,0.76078
2209,383,0.95097
2209,415,1.90194
2209,1470,0.85
2210,341,0.29586
2210,383,0.36982
2210,415,0.73964
2210,606,0.1
2210,1471,0.65
2211,341,0.3973
2211,383,0.49662
2211,415,0.99324
2211,1471,0.65
2212,383,0.65511
2212,1471,0.65
2213,148,0.1
2213,341,0.1268
2213,383,0.1555
2213,415,0.31699
2213,703,3.4
2213,1471,0.65
2214,341,0.76078
2214,383,0.95097
2214,415,1.90194
2214,1470,0.85
2215,341,0.98901
2215,383,1.23626
2215,415,2.47253
2216,341,0.65934
2216,383,0.82418
2216,415,1.64835
2216,1470,0.85
2217,341,0.80304
2217,383,1.0038
2217,415,2.00761
2217,1470,0.85
2218,371,0.54945
2218,971,0.68681
2218,979,1.37363
2218,1470,0.85
2219,357,1.01437
2219,371,0.76078
2219,971,0.95097
2219,979,1.90194
2219,1060,2.53593
2219,1470,0.85
2220,245,0.08
2220,348,0.88757
2220,357,1.01437
2220,371,0.91293
2220,968,1.10947
2220,971,1.14117
2220,976,2.21894
2220,979,2.2823
2220,1059,1.26796
2220,1060,2.53593
2221,371,0.54945
2221,971,0.68681
2221,979,1.37363
2221,1470,0.85
2222,371,0.8115
2222,971,1.01437
2222,979,2.02874
2222,1470,0.85
2223,371,0.54945
2223,971,0.68681
2223,979,1.37363
2223,1470,0.85
2224,357,1.01437
2224,371,0.76078
2224,971,0.95097
2224,979,1.90194
2224,1059,1.26796
2224,1060,2.53593
2224,1470,0.85
2225,139,3.23
2225,160,1.96
2225,245,0.099
2225,343,0.52409
2225,371,0.4776
2225,553,1.18
2225,971,0.59699
2225,979,1.194
2225,1031,0.65511
2225,1032,1.31023
2225,1470,0.85
2225,1664,0.396
2226,357,1.01437
2226,371,0.76078
2226,971,0.95094
2226,979,1.90194
2226,1059,1.26796
2226,1060,2.53593
2226,1470,0.85
2227,383,0.68681
2227,1470,0.85
2228,341,0.94252
2228,383,1.17815
2228,415,2.35629
2228,1470,0.85
2229,341,0.95943
2229,383,1.19928
2229,415,2.39856
2230,383,1.04079
2230,1470,0.85
2231,341,0.8115
2231,383,1.01437
2231,415,2.02874
2231,1470,0.85
2232,341,1.12426
2232,383,1.40533
2232,415,2.81065
2233,341,1.07777
2233,383,1.34271
2233,415,2.69442
2234,341,0.65934
2234,383,0.82418
2234,415,1.64835
2234,1470,0.85
2235,341,0.71851
2235,383,0.89814
2235,415,1.79628
2235,1470,0.85
2236,243,0.13
2236,343,0.23669
2236,1031,0.29586
2236,1032,0.59172
2236,1470,0.85
2237,343,0.4142
2237,1031,0.51775
2237,1032,1.0355
2237,1470,0.85
2238,343,0.14793
2238,1031,0.18911
2238,1032,0.36982
2238,1200,0.16
2238,1470,0.85
2239,341,0.2705
2239,383,0.33812
2239,415,0.67625
2239,1470,0.85
2240,293,1.3
2240,347,0.56213
2240,1015,0.70266
2240,1016,1.40533
2240,1482,1.1
2241,139,1.8
2241,293,1.14
2241,341,0.84531
2241,383,1.05664
2241,415,2.11327
2241,553,0.6
2241,1482,1.1
2241,1501,0.57
2242,160,1.51
2242,357,1.38631
2242,1059,1.73288
2242,1060,3.46577
2242,1482,1.1
2242,1501,0.755
2243,357,1.07777
2243,363,0.84531
2243,1059,1.34721
2243,1060,2.69442
2243,1145,1.05664
2243,1146,2.11327
2243,1489,1.25
2244,341,1.07777
2244,383,1.34721
2244,415,2.69442
2244,1498,1.6
2245,347,0.74387
2245,1015,0.92984
2245,1016,1.85968
2245,1482,1.1
2246,347,0.74387
2246,1015,0.92984
2246,1016,1.85968
2246,1482,1.1
2247,371,0.43956
2247,971,0.54945
2247,979,1.0989
2247,1470,0.85
2248,371,0.5579
2248,971,0.69738
2248,979,1.39476
2248,1470,0.85
2249,341,0.11834
2249,383,0.14793
2249,415,0.29586
2249,505,0.1
2249,1470,0.85
2250,341,0.61285
2250,383,0.76606
2250,415,1.53212
2250,1470,0.85
2251,244,0.83
2251,371,0.36348
2251,971,0.45435
2251,979,0.90871
2251,1470,0.85
2252,371,0.59172
2252,971,0.73965
2252,979,1.4793
2252,1470,0.85
2253,371,0.52832
2253,971,0.66039
2253,979,1.32079
2253,1470,0.85
2254,371,0.57904
2254,971,0.7238
2254,979,1.44759
2254,1470,0.85
2255,139,1.82
2255,160,1.23
2255,245,0.2
2255,341,0.76078
2255,383,0.95097
2255,415,1.90194
2255,553,0.91
2255,1470,0.85
2257,341,1.0186
2257,383,1.27325
2257,415,2.54649
2258,341,1.16238
2258,383,1.45298
2258,385,0.17436
2258,415,2.90595
2258,428,0.3487
2258,640,0.69743
2259,341,1.0567
2259,383,1.32079
2259,415,2.64159
2259,640,0.63398
2260,341,0.42265
2260,428,0.1268
2260,1484,0.005
2261,341,1.0355
2261,383,1.29438
2261,415,2.58876
2261,640,0.6213
2262,347,0.65934
2262,357,0.9721
2262,1015,0.82418
2262,1016,1.64835
2262,1059,1.21513
2262,1060,2.43026
2262,1470,0.85
2263,343,0.23246
2263,1031,0.29057
2263,1032,0.58115
2263,1470,0.85
2264,343,0.60862
2264,1031,0.76078
2264,1032,1.52156
2264,1470,0.85
2265,341,0.98901
2265,383,1.23626
2265,415,2.47253
2266,1122,0.69315
2266,1123,0.86644
2266,1124,1.73288
2266,1470,0.85
2267,341,0.69315
2267,383,0.86644
2267,415,1.73288
2267,1470,0.85
2268,383,0.86644
2268,1470,0.85
2269,341,0.68893
2269,383,0.86116
2269,415,1.72232
2269,1470,0.85
2270,341,1.0355
2270,383,1.29438
2270,415,2.58876
2271,383,0.9615
2271,1470,0.85
2272,341,0.76923
2272,383,0.96154
2272,415,1.92308
2272,1470,0.85
2273,415,0.31699
2273,1471,0.65
2274,371,0.52409
2274,631,0.36
2274,971,0.65511
2274,979,1.31023
2274,1470,0.85
2275,371,0.59172
2275,631,0.28
2275,971,0.73965
2275,979,1.4793
2276,343,0.1437
2276,560,0.025
2276,1031,0.17963
2276,1032,0.35926
2276,1470,0.85
2277,129,57
2277,347,0.5579
2277,1015,0.69738
2277,1016,1.39476
2277,1470,0.85
2278,347,0.73964
2278,1015,0.92456
2278,1016,1.84911
2278,1470,0.85
2279,371,0.18597
2279,529,0.16
2279,971,0.23246
2279,979,0.46492
2279,1470,0.85
2280,341,0.26205
2280,383,0.32756
2280,415,0.65511
2280,1470,0.85
2281,383,0.31699
2281,1470,0.85
2282,1470,0.85
2283,347,0.63398
2283,1015,0.79248
2283,1016,1.58495
2283,1470,0.85
2284,347,0.57481
2284,1015,0.71851
2284,1016,1.43702
2284,1470,0.85
2285,139,12
2285,160,6.59
2285,341,0.54945
2285,371,0.50719
2285,383,0.68681
2285,415,1.37363
2285,542,0.06
2285,553,3.65
2285,971,0.63398
2285,979,1.26796
2285,1470,0.85
2286,383,0.5495
2286,1470,0.85
2287,363,0.37616
2287,1145,0.4702
2287,1146,0.94041
2287,1471,0.65
2288,383,0.9513
2288,1470,0.85
2289,341,0.01352
2289,383,0.01689
2289,385,0.00203
2289,415,0.03378
2289,1481,0.04
2290,343,0.56213
2290,1031,0.70266
2290,1032,1.40533
2290,1471,0.65
2291,341,0.761
2291,383,0.9513
2291,415,1.9026
2291,1470,0.85
2292,341,0.42265
2292,383,0.5283
2292,415,1.0566
2292,1481,0.04
2293,371,0.42265
2293,531,0.11
2293,971,0.5283
2293,979,1.0566
2293,1470,0.85
2294,371,0.49876
2294,971,0.62345
2294,979,1.24689
2294,1470,0.85
2295,343,0.28318
2295,1031,0.35397
2295,1032,0.70795
2295,1470,0.85
2296,343,0.54945
2296,1031,0.68681
2296,1032,1.37363
2296,1470,0.85
2297,341,0.01352
2297,383,0.04689
2297,385,0.00203
2297,415,0.03378
2297,640,0.08112
2297,1481,0.04
2298,341,0.0237
2298,383,0.0296
2298,385,0.00405
2298,415,0.0593
2298,1481,0.04
2299,341,0.52832
2299,383,0.66039
2299,415,1.32079
2300,341,0.02705
2300,383,0.03378
2300,385,0.00405
2300,415,0.06757
2300,640,0.01623
2300,1484,0.005
2301,371,0.42265
2301,971,0.5283
2301,979,1.0566
2301,1209,0.17
2301,1471,0.65
2301,1500,0.51
2302,341,0.06086
2302,383,0.07601
2302,385,0.00912
2302,415,0.15203
2302,640,0.03652
2302,1481,0.04
2303,139,3.23
2303,160,1.96
2303,245,0.099
2303,371,0.4776
2303,553,1.18
2303,971,0.5969
2303,979,1.194
2303,1470,0.85
2304,348,0.88757
2304,357,1.01437
2304,371,0.76078
2304,971,0.95097
2304,976,2.21893
2304,979,1.90197
2304,1060,2.53593
2304,1470,0.85
2305,347,0.49028
2305,1015,0.61285
2305,1016,1.22569
2305,1470,0.85
2306,347,0.86644
2306,1015,1.08305
2306,1016,2.1661
2306,1470,0.85
2307,341,0.96365
2307,383,1.20456
2307,415,2.40913
2307,1498,1.6
2308,341,0.8284
2308,383,1.0355
2308,415,2.07101
2308,1498,1.6
2309,341,1.03128
2309,383,1.2891
2309,415,2.57819
2309,640,0.61877
2310,341,0.81576
2310,383,1.0197
2310,415,2.0394
2310,1470,0.85
2311,341,0.72277
2311,383,0.90346
2311,415,1.80693
2311,1470,0.85
2312,341,0.99746
2312,383,1.24683
2312,415,2.49366
2313,341,1.0566
2313,383,1.32079
2313,415,2.64159
2314,341,0.88757
2314,383,1.10947
2314,415,2.21894
2314,1457,1.4
2315,341,0.57481
2315,383,0.71851
2315,415,1.43702
2316,208,1.05
2316,1489,1.25
2317,341,0.42688
2317,383,0.5336
2317,415,1.0672
2318,341,0.0634
2318,383,0.07925
2318,385,0.00951
2318,415,0.1585
2318,640,0.03804
2318,1467,0.15
2319,341,0.33812
2319,383,0.42265
2319,415,0.84531
2319,1467,0.15
2320,341,0.0634
2320,383,0.07925
2320,385,0.00951
2320,415,0.1585
2320,640,0.03804
2320,1467,0.15
2321,341,0.33812
2321,383,0.42265
2321,385,0.05072
2321,415,0.84531
2321,1467,0.15
2322,185,0.45
2322,1122,0.63398
2322,1123,0.79248
2322,1124,1.58495
2322,1454,0.3
2323,341,0.81995
2323,383,1.02494
2323,415,2.04987
2323,1482,1.1
2324,176,0.35857
2324,519,0.22047
2324,1212,0.76
2324,1495,0.44094
2324,1496,0.75
2325,341,0.16061
2325,383,0.57587
2325,415,1.15173
2325,1471,0.65
2326,343,0.67568
2326,387,0.10135
2326,1031,0.8446
2326,1032,1.72414
2326,1454,0.3
2327,160,1.2
2327,613,0.71006
2327,1214,0.88757
2327,1215,1.77515
2327,1470,0.85
2328,341,0.57058
2328,383,0.71323
2328,415,1.42646
2328,1470,0.85
2330,341,0.57058
2330,383,0.71323
2330,415,1.42646
2330,1470,0.85
2331,341,0.77768
2331,383,0.97211
2331,415,1.94421
2331,564,0.37
2331,1470,0.85
2332,343,0.80304
2332,1031,1.0038
2332,1032,2.00761
2332,1470,0.85
2333,341,0.69738
2333,383,0.87172
2333,415,1.74345
2333,1470,0.85
2335,341,0.88757
2335,383,1.10947
2335,415,2.21894
2335,1457,1.4
2336,341,0.88757
2336,383,1.10947
2336,415,2.21894
2336,1457,1.4
2337,245,0.07
2337,343,0.67625
2337,371,0.64669
2337,971,0.80837
2337,979,1.61673
2337,1031,0.84531
2337,1032,1.69062
2337,1216,0.35
2337,1217,0.25
2337,1218,0.15
2337,1454,0.3
2337,1664,0.28
2338,245,0.07
2338,341,0.65511
2338,383,0.81889
2338,415,1.63779
2338,553,0.37
2338,1219,1.35
2338,1220,0.65
2338,1454,0.3
2339,341,1.03128
2339,383,1.2891
2339,385,0.15203
2339,415,2.57819
2339,1467,0.15
2340,341,1.0355
2340,383,1.29438
2340,385,0.15203
2340,415,2.58876
2340,801,0.1
2340,1467,0.15
2341,245,0.06
2341,371,0.65511
2341,553,0.37
2341,971,0.81889
2341,979,1.63779
2341,1122,0.6044
2341,1123,0.7555
2341,1124,1.51099
2341,1219,1.35
2341,1220,0.65
2341,1454,0.3
2342,139,0.35
2342,160,0.25
2342,245,0.06
2342,371,0.71851
2342,553,0.15
2342,971,0.89814
2342,979,1.79628
2342,1122,0.67625
2342,1123,0.84531
2342,1124,1.69062
2342,1454,0.3
2343,139,0.05
2343,160,0.03
2343,1470,0.85
2343,1488,0.3
2344,343,0.62975
2344,704,0.52
2344,1031,0.78719
2344,1032,1.57439
2344,1222,1.86
2344,1470,0.85
2344,1487,0.93
2345,368,0.16906
2345,510,0.08
2345,969,0.21133
2345,977,0.42265
2345,1471,0.65
2346,139,0.16
2346,160,0.11
2346,443,0.66
2346,1470,0.85
2347,160,0.34
2347,1122,0.5579
2347,1123,0.69738
2347,1124,1.39476
2347,1470,0.85
2348,196,0.02
2348,341,0.22829
2348,383,0.28529
2348,415,0.57058
2348,640,0.13697
2348,1454,0.3
2349,196,0.03
2349,341,0.46492
2349,383,0.58115
2349,415,1.1623
2349,640,0.27895
2349,1454,0.3
2350,26,2.34
2350,371,0.3677
2350,971,0.45964
2350,979,0.91927
2350,1470,0.85
2351,341,1.03128
2351,383,1.2891
2351,385,0.15203
2351,415,2.57819
2351,1467,0.15
2352,148,0.02
2352,341,0.08453
2352,383,0.10566
2352,415,0.21133
2352,1471,0.65
2353,139,0.15
2353,160,0.1
2353,1470,0.85
2353,1480,0.8
2354,134,0.33
2354,341,0.61707
2354,383,0.77134
2354,415,1.54269
2354,1485,0.66
2355,341,0.15638
2355,383,0.19548
2355,415,0.39096
2355,602,0.05
2355,1481,0.04
2356,371,0.36348
2356,971,0.45435
2356,979,0.90871
2356,1470,0.85
2357,341,0.62975
2357,383,0.78719
2357,415,1.57439
2357,517,0.29
2357,1470,0.85
2358,323,0.93
2358,341,0.2705
2358,383,0.33812
2358,415,0.67625
2358,499,0.25
2358,1228,5.11
2358,1229,4.31
2358,1230,3.25
2358,1470,0.85
2359,323,0.9
2359,363,0.52409
2359,1145,0.65511
2359,1146,1.31023
2359,1470,0.85
2360,323,0.9
2360,363,0.52409
2360,1145,0.65511
2360,1146,1.31023
2360,1470,0.85
2361,148,0.15
2361,343,0.37616
2361,368,0.29586
2361,969,0.36983
2361,977,0.73965
2361,1031,0.4702
2361,1032,0.94041
2361,1470,0.85
2361,1475,0.33
2361,1476,0.23
2361,1477,12.48
2361,1478,9.08
2361,1479,7.14
2362,131,12.62
2362,368,0.63398
2362,969,0.79248
2362,977,1.58495
2362,1470,0.85
2363,371,0.50296
2363,971,0.6287
2363,979,1.2574
2363,1231,3.01
2363,1470,0.85
2364,139,1.62
2364,160,1.28
2364,1470,0.85
2365,160,1.2
2365,613,0.71006
2365,1214,0.88757
2365,1215,1.77515
2365,1470,0.85
2366,341,1.02282
2366,383,1.27853
2366,415,2.55706
2366,1232,0.18
2366,1472,1.08
2367,371,0.55368
2367,971,0.6921
2367,979,1.38419
2368,341,0.69315
2368,383,0.86644
2368,415,1.73288
2368,1470,0.85
2369,341,0.76078
2369,383,0.95097
2369,415,1.90194
2369,1470,0.85
2370,341,0.46492
2370,383,0.58115
2370,415,1.1623
2370,1234,0.55
2370,1470,0.85
2371,341,0.52832
2371,383,0.6604
2371,415,1.32079
2371,1470,0.85
2372,341,0.6594
2372,383,0.8242
2372,415,1.6484
2372,1234,0.62
2373,245,0.08
2373,348,0.66357
2373,368,0.82418
2373,371,0.71851
2373,379,0.68893
2373,968,0.82946
2373,969,1.03022
2373,971,0.89814
2373,976,1.65892
2373,977,2.06044
2373,979,1.79628
2373,1011,0.86116
2373,1012,1.72232
2373,1235,0.24
2374,278,0.31
2374,343,0.37194
2374,499,0.31
2374,563,1.51
2374,1031,0.46492
2374,1032,0.92984
2374,1470,0.85
2375,278,0.37
2375,343,0.65934
2375,1031,0.82418
2375,1032,1.64835
2375,1237,2.8
2375,1238,1.8
2375,1239,1.4
2375,1470,0.85
2376,341,0.65934
2376,383,0.82418
2376,415,1.64835
2376,1470,0.85
2377,341,0.77768
2377,383,0.97211
2377,415,1.94421
2377,1470,0.85
2378,341,0.37194
2378,383,0.46492
2378,415,0.92984
2378,561,0.19
2378,1470,0.85
2378,1474,0.76
2379,341,0.65934
2379,383,0.82418
2379,415,1.64835
2379,561,0.21
2379,1470,0.85
2379,1474,0.84
2380,160,0.61
2380,245,0.03
2380,343,0.54099
2380,353,0.46492
2380,371,0.51564
2380,971,0.64455
2380,979,1.2891
2380,1031,0.67625
2380,1032,1.35249
2380,1241,0.58115
